Id	Code	Province	County	City
685	35978	AL	De Kalb	Henagar
686	35979	AL	Jackson	Higdon
687	35980	AL	Marshall	Horton
688	35981	AL	De Kalb	Ider
689	35983	AL	Cherokee	Leesburg
690	35984	AL	De Kalb	Mentone
691	35986	AL	De Kalb	Rainsville
692	35987	AL	Saint Clair	Steele
693	35988	AL	De Kalb	Sylvania
694	35989	AL	De Kalb	Valley Head
695	35990	AL	Etowah	Walnut Grove
696	36003	AL	Autauga	Autaugaville
697	36005	AL	Pike	Banks
698	36006	AL	Autauga	Billingsley
699	36008	AL	Autauga	Booth
700	36009	AL	Crenshaw	Brantley
701	36010	AL	Pike	Brundidge
702	36013	AL	Montgomery	Cecil
703	36015	AL	Butler	Chapman
704	36016	AL	Barbour	Clayton
705	36017	AL	Barbour	Clio
706	36020	AL	Elmore	Coosada
707	36022	AL	Elmore	Deatsville
708	36023	AL	Tallapoosa	East Tallassee
709	36024	AL	Elmore	Eclectic
710	36025	AL	Elmore	Elmore
711	36026	AL	Coosa	Equality
712	36027	AL	Barbour	Eufaula
713	36028	AL	Crenshaw	Dozier
714	36029	AL	Bullock	Fitzpatrick
715	36030	AL	Butler	Forest Home
716	36031	AL	Macon	Fort Davis
717	36032	AL	Lowndes	Fort Deposit
718	36033	AL	Butler	Georgiana
719	36034	AL	Crenshaw	Glenwood
720	36035	AL	Pike	Goshen
721	36036	AL	Montgomery	Grady
722	36037	AL	Butler	Greenville
723	36038	AL	Covington	Gantt
724	36039	AL	Macon	Hardaway
725	36040	AL	Lowndes	Hayneville
726	36041	AL	Crenshaw	Highland Home
727	36042	AL	Crenshaw	Honoraville
728	36043	AL	Montgomery	Hope Hull
729	36045	AL	Elmore	Kent
730	36046	AL	Montgomery	Lapine
731	36047	AL	Lowndes	Letohatchee
732	36048	AL	Barbour	Louisville
733	36049	AL	Crenshaw	Luverne
734	36051	AL	Autauga	Marbury
735	36052	AL	Montgomery	Mathews
736	36053	AL	Bullock	Midway
737	36054	AL	Elmore	Millbrook
738	36057	AL	Montgomery	Mount Meigs
739	36061	AL	Bullock	Perote
740	36062	AL	Crenshaw	Petrey
741	36064	AL	Montgomery	Pike Road
742	36065	AL	Montgomery	Pine Level
743	36066	AL	Autauga	Prattville
744	36067	AL	Autauga	Prattville
745	36068	AL	Autauga	Prattville
746	36069	AL	Montgomery	Ramer
747	36071	AL	Crenshaw	Rutledge
748	36072	AL	Barbour	Eufaula
749	36075	AL	Macon	Shorter
750	36078	AL	Elmore	Tallassee
751	36079	AL	Pike	Troy
752	36080	AL	Elmore	Titus
753	36081	AL	Pike	Troy
754	36082	AL	Pike	Troy
755	36083	AL	Macon	Tuskegee
756	36087	AL	Macon	Tuskegee Institute
757	36088	AL	Macon	Tuskegee Institute
758	36089	AL	Bullock	Union Springs
759	36091	AL	Chilton	Verbena
760	36092	AL	Elmore	Wetumpka
761	36093	AL	Elmore	Wetumpka
762	36101	AL	Montgomery	Montgomery
763	36102	AL	Montgomery	Montgomery
764	36103	AL	Montgomery	Montgomery
765	36104	AL	Montgomery	Montgomery
766	36105	AL	Montgomery	Montgomery
767	36106	AL	Montgomery	Montgomery
768	36107	AL	Montgomery	Montgomery
769	36108	AL	Montgomery	Montgomery
770	36109	AL	Montgomery	Montgomery
771	36110	AL	Montgomery	Montgomery
772	36111	AL	Montgomery	Montgomery
773	36112	AL	Montgomery	Montgomery
774	36113	AL	Montgomery	Montgomery
775	36114	AL	Montgomery	Montgomery
776	36115	AL	Montgomery	Montgomery
777	36116	AL	Montgomery	Montgomery
778	36117	AL	Montgomery	Montgomery
779	36118	AL	Montgomery	Montgomery
780	36119	AL	Montgomery	Montgomery
781	36120	AL	Montgomery	Montgomery
782	36121	AL	Montgomery	Montgomery
783	36123	AL	Montgomery	Montgomery
784	36124	AL	Montgomery	Montgomery
785	36125	AL	Montgomery	Montgomery
786	36130	AL	Montgomery	Montgomery
787	36131	AL	Montgomery	Montgomery
788	36132	AL	Montgomery	Montgomery
789	36133	AL	Montgomery	Montgomery
790	36134	AL	Montgomery	Montgomery
791	36135	AL	Montgomery	Montgomery
792	36140	AL	Montgomery	Montgomery
793	36141	AL	Montgomery	Montgomery
794	36142	AL	Montgomery	Montgomery
795	36177	AL	Montgomery	Montgomery
796	36191	AL	Montgomery	Montgomery
797	36201	AL	Calhoun	Anniston
798	36202	AL	Calhoun	Anniston
799	36203	AL	Calhoun	Oxford
800	36204	AL	Calhoun	Anniston
801	36205	AL	Calhoun	Anniston
802	36206	AL	Calhoun	Anniston
803	36207	AL	Calhoun	Anniston
804	36210	AL	Calhoun	Anniston
805	36250	AL	Calhoun	Alexandria
806	36251	AL	Clay	Ashland
807	36253	AL	Calhoun	Bynum
808	36254	AL	Calhoun	Choccolocco
809	36255	AL	Clay	Cragford
810	36256	AL	Tallapoosa	Daviston
811	36257	AL	Calhoun	De Armanville
812	36258	AL	Clay	Delta
813	36260	AL	Calhoun	Eastaboga
814	36261	AL	Cleburne	Edwardsville
815	36262	AL	Cleburne	Fruithurst
816	36263	AL	Randolph	Graham
817	36264	AL	Cleburne	Heflin
818	36265	AL	Calhoun	Jacksonville
819	36266	AL	Clay	Lineville
820	36267	AL	Clay	Millerville
821	36268	AL	Talladega	Munford
822	36269	AL	Cleburne	Muscadine
823	36271	AL	Calhoun	Ohatchee
824	36272	AL	Calhoun	Piedmont
825	36273	AL	Cleburne	Ranburne
826	36274	AL	Randolph	Roanoke
827	36275	AL	Cherokee	Spring Garden
828	36276	AL	Randolph	Wadley
829	36277	AL	Calhoun	Weaver
830	36278	AL	Randolph	Wedowee
831	36279	AL	Calhoun	Wellington
832	36280	AL	Randolph	Woodland
833	36301	AL	Houston	Dothan
834	36302	AL	Houston	Dothan
835	36303	AL	Houston	Dothan
836	36304	AL	Houston	Dothan
837	36305	AL	Houston	Dothan
838	36310	AL	Henry	Abbeville
839	36311	AL	Dale	Ariton
840	36312	AL	Houston	Ashford
841	36313	AL	Geneva	Bellwood
842	36314	AL	Geneva	Black
843	36316	AL	Geneva	Chancellor
844	36317	AL	Henry	Clopton
845	36318	AL	Geneva	Coffee Springs
846	36319	AL	Houston	Columbia
847	36320	AL	Houston	Cottonwood
848	36321	AL	Houston	Cowarts
849	36322	AL	Dale	Daleville
850	36323	AL	Coffee	Elba
851	36330	AL	Coffee	Enterprise
852	36331	AL	Coffee	Enterprise
853	36340	AL	Geneva	Geneva
854	36343	AL	Houston	Gordon
855	36344	AL	Geneva	Hartford
856	36345	AL	Henry	Headland
857	36346	AL	Coffee	Jack
858	36349	AL	Geneva	Malvern
859	36350	AL	Dale	Midland City
860	36351	AL	Coffee	New Brockton
861	36352	AL	Dale	Newton
862	36353	AL	Henry	Newville
863	36360	AL	Dale	Ozark
864	36361	AL	Dale	Ozark
865	36362	AL	Dale	Fort Rucker
866	36370	AL	Houston	Pansey
867	36371	AL	Dale	Pinckard
868	36373	AL	Henry	Shorterville
869	36374	AL	Dale	Skipperville
870	36375	AL	Geneva	Slocomb
871	36376	AL	Houston	Webb
872	36401	AL	Conecuh	Burnt Corn
873	36420	AL	Covington	Andalusia
874	36421	AL	Covington	Andalusia
875	36425	AL	Monroe	Beatrice
876	36426	AL	Escambia	Brewton
877	36427	AL	Escambia	Brewton
878	36429	AL	Conecuh	Brooklyn
879	36432	AL	Conecuh	Castleberry
880	36435	AL	Wilcox	Coy
881	36436	AL	Clarke	Dickinson
882	36439	AL	Monroe	Excel
883	36441	AL	Escambia	Flomaton
884	36442	AL	Covington	Florala
885	36444	AL	Monroe	Franklin
886	36445	AL	Monroe	Frisco City
887	36446	AL	Clarke	Fulton
888	36449	AL	Monroe	Goodway
889	36451	AL	Clarke	Grove Hill
890	36453	AL	Coffee	Kinston
891	36454	AL	Conecuh	Lenox
892	36455	AL	Covington	Lockhart
893	36456	AL	Butler	McKenzie
894	36457	AL	Monroe	Megargel
895	36458	AL	Monroe	Mexia
896	36460	AL	Monroe	Monroeville
897	36461	AL	Monroe	Monroeville
898	36462	AL	Monroe	Monroeville
899	36467	AL	Covington	Opp
900	36470	AL	Monroe	Perdue Hill
901	36471	AL	Monroe	Peterman
902	36473	AL	Conecuh	Range
903	36474	AL	Covington	Red Level
904	36475	AL	Conecuh	Repton
905	36476	AL	Covington	River Falls
906	36477	AL	Geneva	Samson
907	36480	AL	Monroe	Uriah
908	36481	AL	Monroe	Vredenburgh
909	36482	AL	Clarke	Whatley
910	36483	AL	Covington	Wing
911	36501	AL	Clarke	Alma
912	36502	AL	Escambia	Atmore
913	36503	AL	Escambia	Atmore
914	36504	AL	Escambia	Atmore
915	36505	AL	Mobile	Axis
916	36507	AL	Baldwin	Bay Minette
917	36509	AL	Mobile	Bayou La Batre
918	36511	AL	Baldwin	Bon Secour
919	36512	AL	Mobile	Bucks
920	36513	AL	Washington	Calvert
921	36515	AL	Clarke	Carlton
922	36518	AL	Washington	Chatom
923	36521	AL	Mobile	Chunchula
924	36522	AL	Mobile	Citronelle
925	36523	AL	Mobile	Coden
926	36524	AL	Clarke	Coffeeville
927	36525	AL	Mobile	Creola
928	36526	AL	Baldwin	Daphne
929	36527	AL	Baldwin	Spanish Fort
930	36528	AL	Mobile	Dauphin Island
931	36529	AL	Washington	Deer Park
932	36530	AL	Baldwin	Elberta
933	36532	AL	Baldwin	Fairhope
934	36533	AL	Baldwin	Fairhope
935	36535	AL	Baldwin	Foley
936	36536	AL	Baldwin	Foley
937	36538	AL	Washington	Frankville
938	36539	AL	Washington	Fruitdale
939	36540	AL	Clarke	Gainestown
940	36541	AL	Mobile	Grand Bay
941	36542	AL	Baldwin	Gulf Shores
942	36543	AL	Escambia	Huxford
943	36544	AL	Mobile	Irvington
944	36545	AL	Clarke	Jackson
945	36547	AL	Baldwin	Gulf Shores
946	36548	AL	Washington	Leroy
947	36549	AL	Baldwin	Lillian
948	36550	AL	Baldwin	Little River
949	36551	AL	Baldwin	Loxley
950	36553	AL	Washington	McIntosh
951	36555	AL	Baldwin	Magnolia Springs
952	36556	AL	Washington	Malcolm
953	36558	AL	Washington	Millry
954	36559	AL	Baldwin	Montrose
955	36560	AL	Mobile	Mount Vernon
956	36561	AL	Baldwin	Orange Beach
957	36562	AL	Baldwin	Perdido
958	36564	AL	Baldwin	Point Clear
959	36567	AL	Baldwin	Robertsdale
960	36568	AL	Mobile	Saint Elmo
961	36569	AL	Washington	Saint Stephens
962	36571	AL	Mobile	Saraland
963	36572	AL	Mobile	Satsuma
964	36574	AL	Baldwin	Seminole
965	36575	AL	Mobile	Semmes
966	36576	AL	Baldwin	Silverhill
967	36577	AL	Baldwin	Spanish Fort
968	36578	AL	Baldwin	Stapleton
969	36579	AL	Baldwin	Stockton
970	36580	AL	Baldwin	Summerdale
971	36581	AL	Washington	Sunflower
972	36582	AL	Mobile	Theodore
973	36583	AL	Washington	Tibbie
974	36584	AL	Washington	Vinegar Bend
975	36585	AL	Washington	Wagarville
976	36587	AL	Mobile	Wilmer
977	36590	AL	Mobile	Theodore
978	36601	AL	Mobile	Mobile
979	36602	AL	Mobile	Mobile
980	36603	AL	Mobile	Mobile
981	36604	AL	Mobile	Mobile
982	36605	AL	Mobile	Mobile
983	36606	AL	Mobile	Mobile
984	36607	AL	Mobile	Mobile
985	36608	AL	Mobile	Mobile
986	36609	AL	Mobile	Mobile
987	36610	AL	Mobile	Mobile
988	36611	AL	Mobile	Mobile
989	36612	AL	Mobile	Mobile
990	36613	AL	Mobile	Eight Mile
991	36615	AL	Mobile	Mobile
992	36616	AL	Mobile	Mobile
993	36617	AL	Mobile	Mobile
994	36618	AL	Mobile	Mobile
995	36619	AL	Mobile	Mobile
996	36621	AL	Mobile	Mobile
997	36622	AL	Mobile	Mobile
998	36625	AL	Mobile	Mobile
999	36628	AL	Mobile	Mobile
1000	36630	AL	Mobile	Mobile
1001	36633	AL	Mobile	Mobile
1002	36640	AL	Mobile	Mobile
1003	36641	AL	Mobile	Mobile
1004	36644	AL	Mobile	Mobile
1005	36652	AL	Mobile	Mobile
1006	36660	AL	Mobile	Mobile
1007	36663	AL	Mobile	Mobile
1008	36670	AL	Mobile	Mobile
1009	36671	AL	Mobile	Mobile
1010	36675	AL	Mobile	Mobile
1011	36685	AL	Mobile	Mobile
1012	36688	AL	Mobile	Mobile
1013	36689	AL	Mobile	Mobile
1014	36690	AL	Mobile	Mobile
1015	36691	AL	Mobile	Mobile
1016	36693	AL	Mobile	Mobile
1017	36695	AL	Mobile	Mobile
1018	36701	AL	Dallas	Selma
1019	36702	AL	Dallas	Selma
1020	36703	AL	Dallas	Selma
1021	36720	AL	Wilcox	Alberta
1022	36721	AL	Wilcox	Annemanie
1023	36722	AL	Wilcox	Arlington
1024	36723	AL	Wilcox	Boykin
1025	36726	AL	Wilcox	Camden
1026	36727	AL	Clarke	Campbell
1027	36728	AL	Wilcox	Catherine
1028	36732	AL	Marengo	Demopolis
1029	36736	AL	Marengo	Dixons Mills
1030	36738	AL	Marengo	Faunsdale
1031	36740	AL	Greene	Forkland
1032	36741	AL	Wilcox	Furman
1033	36742	AL	Marengo	Gallion
1034	36744	AL	Hale	Greensboro
1035	36745	AL	Marengo	Jefferson
1036	36748	AL	Marengo	Linden
1037	36749	AL	Autauga	Jones
1038	36750	AL	Chilton	Maplesville
1039	36751	AL	Wilcox	Lower Peach Tree
1040	36752	AL	Lowndes	Lowndesboro
1041	36753	AL	Wilcox	McWilliams
1042	36754	AL	Marengo	Magnolia
1043	36756	AL	Perry	Marion
1044	36758	AL	Dallas	Plantersville
1045	36759	AL	Dallas	Marion Junction
1046	36761	AL	Dallas	Minter
1047	36762	AL	Clarke	Morvin
1048	36763	AL	Marengo	Myrtlewood
1049	36764	AL	Marengo	Nanafalia
1050	36765	AL	Hale	Newbern
1051	36766	AL	Wilcox	Oak Hill
1052	36767	AL	Dallas	Orrville
1053	36768	AL	Wilcox	Pine Apple
1054	36769	AL	Wilcox	Pine Hill
1055	36773	AL	Dallas	Safford
1056	36775	AL	Dallas	Sardis
1057	36776	AL	Hale	Sawyerville
1058	36782	AL	Marengo	Sweet Water
1059	36783	AL	Marengo	Thomaston
1060	36784	AL	Clarke	Thomasville
1061	36785	AL	Lowndes	Tyler
1062	36786	AL	Perry	Uniontown
1063	36790	AL	Chilton	Stanton
1064	36792	AL	Bibb	Randolph
1065	36793	AL	Bibb	Lawley
1066	36801	AL	Lee	Opelika
1067	36802	AL	Lee	Opelika
1068	36803	AL	Lee	Opelika
1069	36804	AL	Lee	Opelika
1070	36830	AL	Lee	Auburn
1071	36831	AL	Lee	Auburn
1072	36832	AL	Lee	Auburn
1073	36849	AL	Lee	Auburn University
1074	36850	AL	Tallapoosa	Camp Hill
1075	36851	AL	Russell	Cottonton
1076	36852	AL	Lee	Cusseta
1077	36853	AL	Tallapoosa	Dadeville
1078	36854	AL	Chambers	Valley
1079	36855	AL	Chambers	Five Points
1080	36856	AL	Russell	Fort Mitchell
1081	36858	AL	Russell	Hatchechubbee
1082	36859	AL	Russell	Holy Trinity
1083	36860	AL	Russell	Hurtsboro
1084	36861	AL	Tallapoosa	Jacksons Gap
1085	36862	AL	Chambers	Lafayette
1086	36863	AL	Chambers	Lanett
1087	36865	AL	Lee	Loachapoka
1088	36866	AL	Macon	Notasulga
1089	36867	AL	Russell	Phenix City
1090	36868	AL	Russell	Phenix City
1091	36869	AL	Russell	Phenix City
1092	36870	AL	Lee	Phenix City
1093	36871	AL	Russell	Pittsview
1094	36872	AL	Lee	Valley
1095	36874	AL	Lee	Salem
1096	36875	AL	Russell	Seale
1097	36877	AL	Lee	Smiths Station
1098	36879	AL	Lee	Waverly
1099	36901	AL	Sumter	Bellamy
1100	36904	AL	Choctaw	Butler
1101	36907	AL	Sumter	Cuba
1102	36908	AL	Choctaw	Gilbertown
1103	36910	AL	Choctaw	Jachin
1104	36912	AL	Choctaw	Lisman
1105	36913	AL	Choctaw	Melvin
1106	36915	AL	Choctaw	Needham
1107	36916	AL	Choctaw	Pennington
1108	36919	AL	Choctaw	Silas
1109	36921	AL	Choctaw	Toxey
1110	36922	AL	Choctaw	Ward
1111	36925	AL	Sumter	York
1112	71601	AR	Jefferson	Pine Bluff
1113	71602	AR	Jefferson	White Hall
1114	71603	AR	Jefferson	Pine Bluff
1115	71611	AR	Jefferson	Pine Bluff
1116	71612	AR	Jefferson	White Hall
1117	71613	AR	Jefferson	Pine Bluff
1118	71630	AR	Desha	Arkansas City
1119	71631	AR	Bradley	Banks
1120	71635	AR	Ashley	Crossett
1121	71638	AR	Chicot	Dermott
1122	71639	AR	Desha	Dumas
1123	71640	AR	Chicot	Eudora
1124	71642	AR	Ashley	Fountain Hill
1125	71643	AR	Lincoln	Gould
1126	71644	AR	Lincoln	Grady
1127	71646	AR	Ashley	Hamburg
1128	71647	AR	Bradley	Hermitage
1129	71651	AR	Bradley	Jersey
1130	71652	AR	Cleveland	Kingsland
1131	71653	AR	Chicot	Lake Village
1132	71654	AR	Desha	McGehee
1133	71655	AR	Drew	Monticello
1134	71656	AR	Drew	Monticello
1135	71657	AR	Drew	Monticello
1136	71658	AR	Ashley	Montrose
1137	71659	AR	Jefferson	Moscow
1138	71660	AR	Cleveland	New Edinburg
1139	71661	AR	Ashley	Parkdale
1140	71662	AR	Desha	Pickens
1141	71663	AR	Ashley	Portland
1142	71665	AR	Cleveland	Rison
1143	71666	AR	Desha	McGehee
1144	71667	AR	Lincoln	Star City
1145	71670	AR	Desha	Tillar
1146	71671	AR	Bradley	Warren
1147	71674	AR	Desha	Watson
1148	71675	AR	Drew	Wilmar
1149	71676	AR	Ashley	Wilmot
1150	71677	AR	Drew	Winchester
1151	71678	AR	Lincoln	Yorktown
1152	71701	AR	Ouachita	Camden
1153	71711	AR	Ouachita	Camden
1154	71720	AR	Ouachita	Bearden
1155	71721	AR	Clark	Beirne
1156	71722	AR	Nevada	Bluff City
1157	71724	AR	Union	Calion
1158	71725	AR	Dallas	Carthage
1159	71726	AR	Ouachita	Chidester
1160	71728	AR	Clark	Curtis
1161	71730	AR	Union	El Dorado
1162	71731	AR	Union	El Dorado
1163	71740	AR	Columbia	Emerson
1164	71742	AR	Dallas	Fordyce
1165	71743	AR	Clark	Gurdon
1166	71744	AR	Calhoun	Hampton
1167	71745	AR	Calhoun	Harrell
1168	71747	AR	Union	Huttig
1169	71748	AR	Dallas	Ivan
1170	71749	AR	Union	Junction City
1171	71750	AR	Union	Lawson
1172	71751	AR	Ouachita	Louann
1173	71752	AR	Columbia	McNeil
1174	71753	AR	Columbia	Magnolia
1175	71754	AR	Columbia	Magnolia
1176	71758	AR	Union	Mount Holly
1177	71759	AR	Union	Norphlet
1178	71762	AR	Union	Smackover
1179	71763	AR	Dallas	Sparkman
1180	71764	AR	Ouachita	Stephens
1181	71765	AR	Union	Strong
1182	71766	AR	Calhoun	Thornton
1183	71768	AR	Union	Urbana
1184	71770	AR	Columbia	Waldo
1185	71772	AR	Clark	Whelen Springs
1186	71801	AR	Hempstead	Hope
1187	71802	AR	Hempstead	Hope
1188	71820	AR	Little River	Alleene
1189	71822	AR	Little River	Ashdown
1190	71823	AR	Sevier	Ben Lomond
1191	71825	AR	Hempstead	Blevins
1192	71826	AR	Lafayette	Bradley
1193	71827	AR	Lafayette	Buckner
1194	71828	AR	Nevada	Cale
1195	71831	AR	Hempstead	Columbus
1196	71832	AR	Sevier	De Queen
1197	71833	AR	Howard	Dierks
1198	71834	AR	Miller	Doddridge
1199	71835	AR	Nevada	Emmet
1200	71836	AR	Little River	Foreman
1201	71837	AR	Miller	Fouke
1202	71838	AR	Hempstead	Fulton
1203	71839	AR	Miller	Garland City
1204	71840	AR	Miller	Genoa
1205	71841	AR	Sevier	Gillham
1206	71842	AR	Sevier	Horatio
1207	71844	AR	Nevada	Laneburg
1208	71845	AR	Lafayette	Lewisville
1209	71846	AR	Sevier	Lockesburg
1210	71847	AR	Hempstead	McCaskill
1211	71851	AR	Howard	Mineral Springs
1212	71852	AR	Howard	Nashville
1213	71853	AR	Little River	Ogden
1214	71854	AR	Miller	Texarkana
1215	71855	AR	Hempstead	Ozan
1216	71857	AR	Nevada	Prescott
1217	71858	AR	Nevada	Rosston
1218	71859	AR	Howard	Saratoga
1219	71860	AR	Lafayette	Stamps
1220	71861	AR	Columbia	Taylor
1221	71862	AR	Hempstead	Washington
1222	71864	AR	Nevada	Willisville
1223	71865	AR	Little River	Wilton
1224	71866	AR	Little River	Winthrop
1225	71901	AR	Garland	Hot Springs National Park
1226	71902	AR	Garland	Hot Springs National Park
1227	71903	AR	Garland	Hot Springs National Park
1228	71909	AR	Garland	Hot Springs National Park
1229	71910	AR	Garland	Hot Springs Village
1230	71913	AR	Garland	Hot Springs National Park
1231	71914	AR	Garland	Hot Springs National Park
1232	71920	AR	Clark	Alpine
1233	71921	AR	Clark	Amity
1234	71922	AR	Pike	Antoine
1235	71923	AR	Clark	Arkadelphia
1236	71929	AR	Hot Spring	Bismarck
1237	71932	AR	Polk	Board Camp
1238	71933	AR	Hot Spring	Bonnerdale
1239	71935	AR	Montgomery	Caddo Gap
1240	71937	AR	Polk	Cove
1241	71940	AR	Pike	Delight
1242	71941	AR	Hot Spring	Donaldson
1243	71942	AR	Hot Spring	Friendship
1244	71943	AR	Pike	Glenwood
1245	71944	AR	Polk	Grannis
1246	71945	AR	Polk	Hatfield
1247	71949	AR	Garland	Jessieville
1248	71950	AR	Pike	Kirby
1249	71951	AR	Garland	Hot Springs National Park
1250	71952	AR	Pike	Langley
1251	71953	AR	Polk	Mena
1252	71956	AR	Garland	Mountain Pine
1253	71957	AR	Montgomery	Mount Ida
1254	71958	AR	Pike	Murfreesboro
1255	71959	AR	Pike	Newhope
1256	71960	AR	Montgomery	Norman
1257	71961	AR	Montgomery	Oden
1258	71962	AR	Clark	Okolona
1259	71964	AR	Garland	Pearcy
1260	71965	AR	Montgomery	Pencil Bluff
1261	71966	AR	Montgomery	Oden
1262	71968	AR	Garland	Royal
1263	71969	AR	Montgomery	Sims
1264	71970	AR	Montgomery	Story
1265	71971	AR	Howard	Umpire
1266	71972	AR	Polk	Vandervoort
1267	71973	AR	Polk	Wickes
1268	71998	AR	Clark	Arkadelphia
1269	71999	AR	Clark	Arkadelphia
1270	72001	AR	Perry	Adona
1271	72002	AR	Saline	Alexander
1272	72003	AR	Arkansas	Almyra
1273	72004	AR	Jefferson	Altheimer
1274	72005	AR	Jackson	Amagon
1275	72006	AR	Woodruff	Augusta
1276	72007	AR	Lonoke	Austin
1277	72010	AR	White	Bald Knob
1278	72011	AR	Saline	Bauxite
1279	72012	AR	White	Beebe
1280	72013	AR	Van Buren	Bee Branch
1281	72014	AR	Jackson	Beedeville
1282	72015	AR	Saline	Benton
1283	72016	AR	Perry	Bigelow
1284	72017	AR	Prairie	Biscoe
1285	72018	AR	Saline	Benton
1286	72019	AR	Saline	Benton
1287	72020	AR	White	Bradford
1288	72021	AR	Monroe	Brinkley
1289	72022	AR	Saline	Bryant
1290	72023	AR	Lonoke	Cabot
1291	72024	AR	Lonoke	Carlisle
1292	72025	AR	Perry	Casa
1293	72026	AR	Arkansas	Casscoe
1294	72027	AR	Conway	Center Ridge
1295	72028	AR	Van Buren	Choctaw
1296	72029	AR	Monroe	Clarendon
1297	72030	AR	Conway	Cleveland
1298	72031	AR	Van Buren	Clinton
1299	72032	AR	Faulkner	Conway
1300	72033	AR	Faulkner	Conway
1301	72034	AR	Faulkner	Conway
1302	72035	AR	Faulkner	Conway
1303	72036	AR	Woodruff	Cotton Plant
1304	72037	AR	Lonoke	Coy
1305	72038	AR	Arkansas	Crocketts Bluff
1306	72039	AR	Van Buren	Damascus
1307	72040	AR	Prairie	Des Arc
1308	72041	AR	Prairie	De Valls Bluff
1309	72042	AR	Arkansas	De Witt
1310	72043	AR	Jackson	Diaz
1311	72044	AR	Cleburne	Edgemont
1312	72045	AR	White	El Paso
1313	72046	AR	Lonoke	England
1314	72047	AR	Faulkner	Enola
1315	72048	AR	Arkansas	Ethel
1316	72051	AR	Stone	Fox
1317	72052	AR	White	Garner
1318	72053	AR	Pulaski	College Station
1319	72055	AR	Arkansas	Gillett
1320	72057	AR	Grant	Grapevine
1321	72058	AR	Faulkner	Greenbrier
1322	72059	AR	Woodruff	Gregory
1323	72060	AR	White	Griffithville
1324	72061	AR	Faulkner	Guy
1325	72063	AR	Conway	Hattieville
1326	72064	AR	Prairie	Hazen
1327	72065	AR	Saline	Hensley
1328	72066	AR	Prairie	Hickory Plains
1329	72067	AR	Cleburne	Higden
1330	72068	AR	White	Higginson
1331	72069	AR	Monroe	Holly Grove
1332	72070	AR	Perry	Houston
1333	72072	AR	Lonoke	Humnoke
1334	72073	AR	Jefferson	Humphrey
1335	72074	AR	Woodruff	Hunter
1336	72075	AR	Jackson	Jacksonport
1337	72076	AR	Pulaski	Jacksonville
1338	72078	AR	Pulaski	Jacksonville
1339	72079	AR	Jefferson	Jefferson
1340	72080	AR	Conway	Jerusalem
1341	72081	AR	White	Judsonia
1342	72082	AR	White	Kensett
1343	72083	AR	Lonoke	Keo
1344	72084	AR	Grant	Leola
1345	72085	AR	White	Letona
1346	72086	AR	Lonoke	Lonoke
1347	72087	AR	Garland	Lonsdale
1348	72088	AR	Van Buren	Fairfield Bay
1349	72089	AR	Saline	Bryant
1350	72099	AR	Pulaski	Little Rock Air Force Base
1351	72101	AR	Woodruff	McCrory
1352	72102	AR	White	McRae
1353	72103	AR	Saline	Mabelvale
1354	72104	AR	Hot Spring	Malvern
1355	72105	AR	Hot Spring	Jones Mill
1356	72106	AR	Faulkner	Mayflower
1357	72107	AR	Conway	Menifee
1358	72108	AR	Monroe	Monroe
1359	72110	AR	Conway	Morrilton
1360	72111	AR	Faulkner	Mount Vernon
1361	72112	AR	Jackson	Newport
1362	72113	AR	Pulaski	Maumelle
1363	72114	AR	Pulaski	North Little Rock
1364	72115	AR	Pulaski	North Little Rock
1365	72116	AR	Pulaski	North Little Rock
1366	72117	AR	Pulaski	North Little Rock
1367	72118	AR	Pulaski	North Little Rock
1368	72119	AR	Pulaski	North Little Rock
1369	72120	AR	Pulaski	Sherwood
1370	72121	AR	White	Pangburn
1371	72122	AR	Saline	Paron
1372	72123	AR	Woodruff	Patterson
1373	72124	AR	Pulaski	North Little Rock
1374	72125	AR	Perry	Perry
1375	72126	AR	Perry	Perryville
1376	72127	AR	Conway	Plumerville
1377	72128	AR	Grant	Poyen
1378	72129	AR	Grant	Prattsville
1379	72130	AR	Cleburne	Prim
1380	72131	AR	Cleburne	Quitman
1381	72132	AR	Jefferson	Redfield
1382	72133	AR	Jefferson	Reydell
1383	72134	AR	Monroe	Roe
1384	72135	AR	Pulaski	Roland
1385	72136	AR	White	Romance
1386	72137	AR	White	Rose Bud
1387	72139	AR	White	Russell
1388	72140	AR	Arkansas	Saint Charles
1389	72141	AR	Van Buren	Scotland
1390	72142	AR	Pulaski	Scott
1391	72143	AR	White	Searcy
1392	72145	AR	White	Searcy
1393	72149	AR	White	Searcy
1394	72150	AR	Grant	Sheridan
1395	72152	AR	Jefferson	Sherrill
1396	72153	AR	Van Buren	Shirley
1397	72156	AR	Conway	Solgohachia
1398	72157	AR	Conway	Springfield
1399	72158	AR	Saline	Benton
1400	72160	AR	Arkansas	Stuttgart
1401	72164	AR	Pulaski	Sweet Home
1402	72165	AR	Independence	Thida
1403	72166	AR	Arkansas	Tichnor
1404	72167	AR	Saline	Traskwood
1405	72168	AR	Jefferson	Tucker
1406	72169	AR	Jackson	Tupelo
1407	72170	AR	Prairie	Ulm
1408	72173	AR	Faulkner	Vilonia
1409	72175	AR	Jefferson	Wabbaseka
1410	72176	AR	Lonoke	Ward
1411	72178	AR	White	West Point
1412	72179	AR	Cleburne	Wilburn
